Category,Subcategory,Endpoint,Port,Protocol,TestMode,WildcardNote,Notes,Reference,Workloads
Intune,MAA Attestation,intunemaape17.jpe.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - Japan East 2,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape18.jpe.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - Japan East 3,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape19.jpe.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - Japan East 4,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0101lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0102lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0201lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0202lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0401lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0402lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0501lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0502lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0601lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0602lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0701lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0702lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0801lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0901lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsua0902lmsas.blob.core.windows.net,443,TCP,CloudPC,KnownDead - listed in endpoints table ID 182 but has never resolved,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0101lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0102lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0201lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0202lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0301lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0302lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0501lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0502lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0601lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0701lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0801lmsas.blob.core.windows.net,443,TCP,CloudPC,KnownDead - listed in endpoints table ID 182 but has never resolved,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsub0901lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsuc0101lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsuc0201lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsuc0301lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsuc0501lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsuc0601lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsud0101lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,amsuin01lmsas.blob.core.windows.net,443,TCP,CloudPC,,Windows Autopilot diagnostics upload (endpoints table ID 182),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,Core Service,aam-content-cdn.manage.microsoft.com,443,TCP,CloudPC,,Enterprise App Catalog app content (endpoints table ID 170),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,Core Service,aam-content-cdn.manage.microsoft.com,80,TCP,CloudPC,,Enterprise App Catalog app content (endpoints table ID 170),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,Delivery Optimization,dl.delivery.mp.microsoft.com,443,TCP,CloudPC,"NoTls - CDN-fronted content endpoint; serves a CDN certificate that does not cover the hostname, so TLS validation here is not meaningful. Content is signed and fetched over HTTP.",Delivery Optimization metadata (non-wildcard form from the consolidated list),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,Delivery Optimization,dl.delivery.mp.microsoft.com,80,TCP,CloudPC,,Delivery Optimization metadata (non-wildcard form from the consolidated list),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,Scripts and Win32,*.powershellgallery.com,443,TCP,CloudPC,Wildcard - cannot auto-test,PowerShell Gallery - required for Intune management extension script scenarios,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,Scripts and Win32,cdn.oneget.org,443,TCP,CloudPC,,OneGet CDN - PowerShell module provider,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Store,Microsoft Store,displaycatalog.mp.microsoft.com,443,TCP,CloudPC,,Microsoft Store API (AppInstallManager) - only if Store apps are used,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-Store,Microsoft Store,displaycatalog.mp.microsoft.com,80,TCP,CloudPC,,Microsoft Store API (AppInstallManager) - only if Store apps are used,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-Store,Microsoft Store,purchase.md.mp.microsoft.com,443,TCP,CloudPC,,Microsoft Store API (AppInstallManager) - only if Store apps are used,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-Store,Microsoft Store,purchase.md.mp.microsoft.com,80,TCP,CloudPC,,Microsoft Store API (AppInstallManager) - only if Store apps are used,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-Store,Microsoft Store,licensing.mp.microsoft.com,443,TCP,CloudPC,,Microsoft Store API (AppInstallManager) - only if Store apps are used,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-Store,Microsoft Store,storeedgefd.dsx.mp.microsoft.com,443,TCP,CloudPC,,Microsoft Store API (AppInstallManager) - only if Store apps are used,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-Store,Microsoft Store,storeedgefd.dsx.mp.microsoft.com,80,TCP,CloudPC,,Microsoft Store API (AppInstallManager) - only if Store apps are used,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-Store,Microsoft Store,cdn.storeedgefd.dsx.mp.microsoft.com,443,TCP,CloudPC,,Microsoft-hosted Win32 app fallback cache,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-Store,Microsoft Store,cdn.storeedgefd.dsx.mp.microsoft.com,80,TCP,CloudPC,,Microsoft-hosted Win32 app fallback cache,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,remotehelp.microsoft.com,443,TCP,CloudPC,,Remote Help - only if the Remote Help feature is used,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,*.support.services.microsoft.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Remote Help - only if the Remote Help feature is used,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,remoteassistance.support.services.microsoft.com,443,TCP,CloudPC,,Remote Help - only if the Remote Help feature is used,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,remoteassistanceprodacs.communication.azure.com,443,TCP,CloudPC,,Remote Help - Azure Communication Services,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,remoteassistanceprodacseu.communication.azure.com,443,TCP,CloudPC,,Remote Help - Azure Communication Services (EU customers only),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,teams.microsoft.com,443,TCP,CloudPC,,Remote Help dependency,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,edge.skype.com,443,TCP,CloudPC,,Remote Help dependency,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,api.flightproxy.skype.com,443,TCP,CloudPC,,Remote Help dependency,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,ecs.communication.microsoft.com,443,TCP,CloudPC,,Remote Help dependency,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,wcpstatic.microsoft.com,443,TCP,CloudPC,,Remote Help dependency,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,aadcdn.msauth.net,443,TCP,CloudPC,,Remote Help - Entra ID CDN,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,aadcdn.msftauth.net,443,TCP,CloudPC,,Remote Help - Entra ID CDN,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,alcdn.msauth.net,443,TCP,CloudPC,,Remote Help - Entra ID CDN,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,edge.microsoft.com,443,TCP,CloudPC,,Remote Help dependency,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,browser.pipe.aria.microsoft.com,443,TCP,CloudPC,,Remote Help telemetry,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,*.aria.microsoft.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Remote Help telemetry,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,*.monitor.azure.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Remote Help - Azure Monitor,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,js.monitor.azure.com,443,TCP,CloudPC,,Remote Help - Azure Monitor,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,*.trouter.communication.microsoft.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Remote Help - Trouter signalling,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,*.trouter.teams.microsoft.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Remote Help - Trouter signalling,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,*.trouter.communications.svc.cloud.microsoft,443,TCP,CloudPC,Wildcard - cannot auto-test,Remote Help - Trouter signalling (rolling out 2026),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,*.webpubsub.azure.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Remote Help - web pubsub (endpoints table ID 187),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp,Remote Help,v10c.events.data.microsoft.com,443,TCP,CloudPC,,Remote Help telemetry,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp-GCC,Remote Help GCC,gcc.remotehelp.microsoft.com,443,TCP,CloudPC,,Remote Help for GCC customers only (endpoints table ID 188),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp-GCC,Remote Help GCC,gcc.relay.remotehelp.microsoft.com,443,TCP,CloudPC,KnownDead - listed in endpoints table ID 188 but does not resolve,Remote Help for GCC customers only (endpoints table ID 188),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp-GCC,Remote Help GCC,remoteassistanceweb-gcc.usgov.communication.azure.us,443,TCP,CloudPC,,Remote Help for GCC customers only (endpoints table ID 188),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
Intune-RemoteHelp-GCC,Remote Help GCC,*.gov.teams.microsoft.us,443,TCP,CloudPC,Wildcard - cannot auto-test,Remote Help for GCC customers only (endpoints table ID 188),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune
